InstituteNo,year, ,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,24350,27991
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,8727,16289
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,24350,27991
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,8727,16289
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,24350,27991
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,8727,16289
1,2021,NIT,1,OS,Female-Only,NIT-Agartala,Computer Science and Engineering,4 Years,B.Tech,GEN,24350,27991
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Mathematics & Computing,5 Years,BSc + MSc (IDD),GEN,11128,25733
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Mathematics & Computing,5 Years,BSc + MSc (IDD),GEN,11128,25733
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Mathematics & Computing,5 Years,BSc + MSc (IDD),GEN,11128,25733
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Mathematics & Computing,5 Years,BSc + MSc (IDD),GEN,11128,25733
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Mathematics & Computing,5 Years,BSc + MSc (IDD),GEN,11128,25733
1,2021,NIT,1,OS,Gender-Neutral,NIT-Agartala,Mathematics & Computing,5 Years,BSc + MSc (IDD),GEN,11128,25733
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919
6,2021,NIT,1,OS,Gender-Neutral,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,180,2717
6,2021,NIT,1,OS,Female-Only,NIT-Calicut,Computer Science and Engineering,4 Years,B.Tech,GEN,2646,4919
7,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700
7,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380
7,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700
7,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380
7,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700
7,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380
7,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700
7,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380
7,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700
7,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380
7,2021,NIT,1,OS,Gender-Neutral,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,623,5700
7,2021,NIT,1,OS,Female-Only,NIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN,5340,10380
8,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548
8,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189
8,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548
8,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189
8,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548
8,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189
8,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548
8,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189
8,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548
8,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189
8,2021,NIT,1,OS,Gender-Neutral,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,3326,6548
8,2021,NIT,1,OS,Female-Only,NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,GEN,4869,10189
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481
9,2021,NIT,1,OS,Gender-Neutral,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,5735,8394
9,2021,NIT,1,OS,Female-Only,NIT-Goa,Computer Science and Engineering,4 Years,B.Tech,GEN,11251,13481
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,874,8881
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,GEN,5718,11516
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,8584,9904
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Computer Science and Engineering,5 Years,Btech + M.Tech (IDD),GEN,15484,15484
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,8510,12827
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,13727,20891
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,8510,12827
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,13727,20891
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,8510,12827
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,13727,20891
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,8510,12827
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,13727,20891
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,8510,12827
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,13727,20891
10,2021,NIT,1,OS,Gender-Neutral,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,8510,12827
10,2021,NIT,1,OS,Female-Only,NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,GEN,13727,20891
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,736,1680
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,2022,2647
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,736,1680
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,2022,2647
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,736,1680
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,2022,2647
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,736,1680
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,2022,2647
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,736,1680
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,2022,2647
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,736,1680
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Artificial Intelligence,4 Years,B.Tech,GEN,2022,2647
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,34,618
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Computer Science and Engineering,4 Years,B.Tech,GEN,292,1045
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
14,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650
14,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
17,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672
17,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877
19,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101
19,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877
21,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661
21,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462
21,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661
21,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462
21,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661
21,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462
21,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661
21,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462
21,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661
21,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462
21,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661
21,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462
22,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155
22,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587
22,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155
22,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587
22,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155
22,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587
22,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155
22,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587
22,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155
22,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587
22,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155
22,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819
23,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195
23,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819
25,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385
25,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859
25,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385
25,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859
25,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385
25,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859
25,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385
25,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859
25,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385
25,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859
25,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385
25,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859
