InstituteNo,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,25302,36250
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,39860,42238
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,84955,374118
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,168621,512001
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,203323,368259
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,357658,521932
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,25302,36250
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,39860,42238
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,84955,374118
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,168621,512001
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,203323,368259
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,357658,521932
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,25302,36250
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,39860,42238
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,84955,374118
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,168621,512001
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,203323,368259
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,357658,521932
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,25302,36250
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,39860,42238
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,84955,374118
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,168621,512001
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,203323,368259
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,357658,521932
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,25302,36250
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electrical Engineering,4 Years,B.Tech,GEN,39860,42238
4,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,84955,374118
4,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,168621,512001
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31399,33217
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,38490,39219
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31399,33217
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,38490,39219
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31399,33217
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,38490,39219
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31399,33217
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,38490,39219
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31399,33217
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,38490,39219
4,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,31399,33217
4,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Electronics and Communication Engineering,4 Years,B.Tech,GEN,38490,39219
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,10639,22616
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,23175,28703
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,13708,18027
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,20638,24882
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,10639,22616
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,23175,28703
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,13708,18027
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,20638,24882
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,10639,22616
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,23175,28703
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,13708,18027
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,20638,24882
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,10639,22616
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,23175,28703
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,13708,18027
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,20638,24882
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,10639,22616
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,23175,28703
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,13708,18027
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,20638,24882
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,10639,22616
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,23175,28703
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,13708,18027
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,GEN,20638,24882
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11721,17377
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,19583,21723
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,9479,12820
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17294,19466
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11721,17377
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,19583,21723
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,9479,12820
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17294,19466
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11721,17377
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,19583,21723
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,9479,12820
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17294,19466
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11721,17377
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,19583,21723
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,9479,12820
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17294,19466
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11721,17377
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,19583,21723
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,9479,12820
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17294,19466
13,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11721,17377
13,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,19583,21723
13,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,9479,12820
13,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,17294,19466
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,9783,18131
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,22600,30061
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,9783,18131
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,22600,30061
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,9783,18131
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,22600,30061
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,9783,18131
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,22600,30061
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,9783,18131
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,22600,30061
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,9783,18131
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,22600,30061
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,10513,14326
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,11695,21372
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7191,13439
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14244,21360
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7206,10339
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11623,15013
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,10513,14326
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,11695,21372
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7191,13439
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14244,21360
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7206,10339
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11623,15013
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,10513,14326
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,11695,21372
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7191,13439
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14244,21360
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7206,10339
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11623,15013
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,10513,14326
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,11695,21372
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7191,13439
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14244,21360
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7206,10339
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11623,15013
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,10513,14326
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,11695,21372
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7191,13439
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14244,21360
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7206,10339
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11623,15013
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,10513,14326
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electrical Engineering,4 Years,B.Tech,GEN,11695,21372
15,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7191,13439
15,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,14244,21360
15,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,7206,10339
15,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,GEN,11623,15013
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,165079,293126
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,145761,145761
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,31981,36140
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,165079,293126
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,145761,145761
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,31981,36140
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,165079,293126
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,145761,145761
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,31981,36140
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,165079,293126
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,145761,145761
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,31981,36140
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,165079,293126
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,145761,145761
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,31981,36140
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,165079,293126
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,145761,145761
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,31981,36140
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electrical Engineering,4 Years,B.Tech,GEN,41581,42687
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,240706,395196
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,307552,356922
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,240706,395196
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,307552,356922
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,240706,395196
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,307552,356922
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,240706,395196
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,307552,356922
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,240706,395196
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,307552,356922
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
16,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,240706,395196
16,2021,NIT,1,HS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,307552,356922
16,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,22430,30218
16,2021,NIT,1,OS,Female-Only,NIT-Manipur,Electronics and Communication Engineering,4 Years,B.Tech,GEN,33635,33743
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,352847,802997
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,146512,784612
18,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,550243,550243
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,352847,802997
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,146512,784612
18,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,550243,550243
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,352847,802997
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,146512,784612
18,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,550243,550243
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,352847,802997
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,32185,39611
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,42434,42434
18,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,146512,784612
18,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,550243,550243
18,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,28893,32941
18,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Electronics and Communication Engineering,4 Years,B.Tech,GEN,39314,39314
